symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn
WINA,0.9,-1.83,-21.33,0.05,11.11,-28.57,['1988'],-0.02,0.46,-45.4,0.34,1.61,0.03
BCRX,-0.54,1.58,-20.7,-0.08,25.37,-12.17,['1986'],0.25,0.07,4.7,2.13,1.0,-0.33
HYAC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
LCA,0.02,-0.24,-16.05,0.01,0.0,0.0,,-0.1,-0.1,-11.0,0.0,0.0,0.0
PZZA,0.05,-0.22,-15.98,0.04,431.47,18.53,['1984'],-0.06,0.09,-15.77,0.91,0.54,0.11
AERI,-0.47,-1.38,-41.67,-0.1,-27.19,41.21,,-1.16,0.22,1.34,1.24,0.54,-0.62
XENT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
MDWD,-0.22,0.48,-8.74,-0.34,-269.0,-160.62,,0.02,0.02,50.2,1.47,0.0,-0.08
NVAX,-0.65,1.53,-4.12,-1.2,167.98,-19.87,['1987'],0.12,0.76,15.93,2.47,0.13,-0.01
BLBD,0.05,-0.35,-11.41,-0.0,-57.79,-108.82,['1927'],-0.12,0.08,-7.53,0.98,0.55,0.83
AVID,0.04,-0.1,-10.0,0.03,49.49,-51.71,['1987'],-0.01,0.22,-97.8,0.88,0.59,0.15
MUDS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
DENN,0.14,-0.58,-12.08,0.1,-520.57,-143.1,['1953'],-0.15,0.07,-5.97,0.86,0.51,0.04
COMM,-0.03,0.08,-11.99,-0.25,-273.54,-1173.87,['1976'],0.01,0.04,100.4,0.97,0.72,2.29
LIND,-0.06,-0.27,-6.54,-0.23,-213.0,31.13,['1979'],-0.2,0.09,-4.1,1.75,0.63,-0.22
INSG,-0.25,1.81,-5.54,-0.35,172.8,-168.96,['1996'],0.66,-0.07,0.82,1.17,0.73,-0.15
DOMO,-0.48,0.23,-3.47,-0.23,-10.19,204.06,,-0.36,-2.67,-29.48,1.35,0.43,-0.15
OPTN,-0.54,-3.4,-6.95,-0.54,-7.89,6.73,,-2.24,0.62,5.75,1.89,0.76,-0.24
CCOI,0.03,-0.13,-7.43,0.02,207.54,-4.25,['1999'],-0.04,0.13,-23.7,0.8,0.92,0.6
WING,0.14,-0.1,-15.42,0.01,30.38,76.12,['1994'],0.09,-0.1,10.11,0.75,1.88,0.21
GOGO,-0.1,0.22,-5.13,0.09,-33.24,-234.04,['1991'],0.01,-0.11,98.9,0.64,1.07,0.56
KPTI,-0.56,-1.83,-4.5,-0.35,-8.86,17.69,,-1.48,0.65,5.82,1.47,0.99,-0.27
PRTH,-0.01,0.04,-6.9,0.0,-60.89,164.91,,0.01,0.06,100.6,0.94,0.45,1.1
MNKD,-0.54,0.37,-5.11,-0.08,3.78,32.03,['1991'],-0.36,1.28,10.02,1.71,0.88,-0.31
MGI,-0.01,0.14,-5.34,-0.04,148.03,-634.31,,0.06,0.09,17.57,0.93,0.18,0.82
NTNX,-0.41,0.47,-7.74,-0.13,12.04,-323.08,,-0.18,0.55,-0.06,1.28,0.49,-0.14
BNFT,-0.12,1.96,-4.54,-0.09,-9.25,,,0.86,-2.13,-20.14,0.99,0.41,7.13
FPAY,-0.04,0.03,-3.55,0.14,-442.61,964.12,,-0.02,0.1,-49.0,0.94,0.63,0.71
INSE,-0.1,0.57,-3.89,-0.12,56.61,-296.86,,0.18,-0.01,5.46,0.99,0.93,21.1
MINDP,-0.34,-0.43,-1.73,-1.16,0.0,-10.1,['1987'],-0.56,,,0.0,,0.0
NATH,0.16,-0.23,-4.86,0.05,-10.76,-11.19,['1916'],0.04,0.12,26.2,0.74,1.38,0.34
MMLP,-0.05,1.2,-2.53,-0.0,-202.01,54.4,,0.55,0.05,2.32,0.93,0.86,0.94
EVOP,-0.0,0.08,-2.41,0.01,-243.67,-630.48,['1989'],0.04,0.09,25.9,0.86,0.32,0.37
ICPT,-0.43,-5.18,-2.39,-0.21,-25.18,117.25,,-3.02,1.71,16.77,1.15,1.02,-0.98
CLMT,-0.06,-0.94,-3.24,-0.2,98.53,144.15,['1916'],-0.53,0.34,1.51,1.05,0.67,-1.0
CMPR,0.01,0.2,-1.45,-0.08,-83.59,18.16,['1994'],0.11,-0.04,8.69,0.98,0.77,1.51
ASPS,-0.25,3.53,-3.74,0.04,1808.81,-97.3,['1999'],1.52,-0.53,-4.64,1.34,0.95,-0.24
AMTX,-0.33,0.28,-1.44,-0.27,13.14,-37.05,,-0.19,0.6,0.74,1.07,1.31,-2.01
OMEX,-1.32,0.38,-1.58,-0.24,36.98,17.29,['1986'],-1.13,-5.32,-54.08,17.23,2.07,-0.72
INTG,-0.0,-0.01,-1.66,-0.08,-306.2,510.13,['1965'],-0.0,0.05,-inf,0.92,1.52,2.65
ESPR,-0.74,-1.14,-2.16,-0.63,27.78,,,-1.31,0.99,9.14,3.72,1.32,-0.22
PIXY,-1.65,629.95,-79.93,-0.06,87.94,58.7,,313.33,313.33,3133.3,2.06,0.0,-0.0
ALIM,0.0,-0.02,-1.36,-0.15,-71.52,66.02,,-0.01,-0.29,-102.9,1.0,0.74,-26.93
JACK,0.1,-0.16,-2.2,0.09,19.17,-22.11,['1951'],0.02,0.08,50.8,0.76,0.73,0.24
PMTS,-0.02,0.01,-2.23,0.06,-167.57,-1.18,,-0.02,0.16,-48.4,0.84,1.13,0.51
MIND,-0.34,-0.43,-0.9,-2.23,3.69,-10.1,['1987'],-0.56,,,1.63,,0.0
AAL,-0.03,-5.27,-1.24,-0.22,-228.38,-1075.24,['1930'],-2.66,0.76,7.22,1.17,0.53,-0.35
EPZM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
FAT,-0.05,0.03,-1.4,-0.29,476.29,-27.1,,-0.04,0.02,-24.8,0.95,0.71,4.76
LJPC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
CTIB,-0.25,0.81,-1.32,-1.58,49.18,-27.17,['1975'],0.16,,,1.02,,-1.12
AXDX,-0.72,3.34,-1.88,-1.18,-4.14,13.13,['1982'],0.95,-0.24,-1.35,7.07,1.3,-0.22
ARDS,-1.2,-0.8,-0.92,-3.51,32.81,42.73,,-1.6,-2.71,-27.72,28.82,0.2,-0.01
PRTK,-0.44,0.57,-0.76,-0.61,-16.4,34.41,['1996'],-0.16,0.3,-3.25,1.32,1.38,-0.42
ACRX,-0.51,-2.02,-7.78,-0.13,-8.1,5.64,,-1.52,-1.84,-19.06,13.76,0.06,-0.06
LTRPA,-0.01,1.1,-0.42,2.14,246.99,-310.64,,0.54,-0.05,1.35,1.21,0.31,-0.32
WHLR,-0.02,-6.61,-0.42,-0.56,-1369.54,16.97,,-3.32,0.56,5.3,0.68,0.72,1.67
LTRPB,-0.01,1.1,-1.89,0.47,0.0,-310.64,,0.54,-0.05,1.35,0.0,0.31,-0.32
AQST,-0.89,1.69,-0.46,-1.85,6.2,-2.54,,-0.05,-0.87,-28.7,1.68,0.83,-0.65
BRQS,-0.94,1.75,-3.4,-0.71,2.83,-70.91,,-0.06,-0.58,-22.47,1.9,0.01,-0.45
NH,-0.37,-16.48,-0.2,-1.77,-24.72,42.96,,-8.61,16.1,160.88,1.65,1.26,-0.35
CLVS,-0.55,0.76,-0.16,-5.81,-9.11,24.28,,-0.17,0.25,-3.38,2.48,1.28,-0.16
IDXG,-0.43,1.72,-0.12,-2.98,24.93,13.98,['1986'],0.43,0.53,7.63,1.28,0.25,-0.08
WHLRD,-0.02,-6.61,-0.26,-0.91,0.0,16.97,,-3.32,0.56,5.3,0.0,0.72,1.67
NAUH,-0.27,0.5,-0.3,-10.18,72.49,-85.87,['1941'],-0.02,0.19,-48.1,1.16,0.41,-0.22
NCMI,-0.02,0.01,-0.07,-1.26,-95.19,10.71,,-0.02,0.13,-48.7,1.6,1.34,-0.95
PAVMW,-3.6,4.17,-0.2,-12.37,0.0,-65.82,,-1.52,-3.42,-34.86,0.0,1.19,-0.09
HMNY,-0.54,0.49,-0.18,-20.84,1071.62,-177.07,['1982'],-0.3,-2.94,-32.73,5.7,0.01,-2.01
WHLRP,-0.02,-6.61,-0.07,-3.57,0.0,16.97,,-3.32,0.56,5.3,0.0,0.72,1.67
AXAS,-0.39,0.66,-0.08,-4.72,-34.8,-342.26,['1977'],-0.06,-0.42,-20.87,1.03,0.02,-15.99
EVFM,-10.07,-25.85,-0.13,-15.43,28.55,-24.85,,-23.0,,,21.23,,-0.03
ENDP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XELA,-0.2,0.45,-0.08,-2.76,38.22,-27.64,,0.02,0.15,51.5,0.98,1.06,7.85
IFMK,-0.08,3.26,-0.01,-126.92,406.62,32.43,['1995'],1.55,1.26,13.25,1.09,0.0,-0.22
IPIC,-0.2,0.33,-0.02,-6.74,6.87,8.77,,-0.04,0.48,-20.2,1.21,1.19,-0.56
ZNWAA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZIXI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZIV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZIOP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZIONZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZIONW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZGNX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZFGN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZBIO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ZAGG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YRIV,-0.03,-0.06,0.0,-88.65,0.0,,,-0.06,-0.01,-16.77,0.0,0.26,-2.94
YRCW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YOGA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YLDE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YLCO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
YGYI,-0.26,-1.08,0.09,-19.08,1100.84,-38.01,['1996'],-0.8,-0.54,-6.65,1.25,0.11,-0.08
YECO,-0.4,-1.64,0.0,0.0,0.0,,,-1.22,-1.22,-13.02,0.0,0.0,3.72
YDIV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XSPL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XONE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XOG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XLRN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XLNX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XGTI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XCRA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WTFCW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WSCI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WRLSW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WRLSU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WRLSR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WRLS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WOOD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WMIH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WMGIZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WMGI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WLTW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WINS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WIFI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WHLRW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WEBK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WEB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
WAFDW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VYMI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VXUS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VWOB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VVUS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VTWV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
VTWO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSCH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSCF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSCE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSCD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSCC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PSAU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRTO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRTHW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRTHU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRSS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRSC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRPLW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRGX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRFZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRAN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PRAH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PPH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
POPE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PNTR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PNQI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PNK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PMPT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PMOM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PMBC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PLW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PLLL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PKW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PIZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PIO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PIHPP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PIH,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PIE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PICO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PHO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PHIIK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PHII,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PGNX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PGLC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PGJ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PFPT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PFM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PFI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PFF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PFBI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PEZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PEY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PETZC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PETX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PERY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PEIX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PEGI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PDVW,-0.14,-0.15,0.0,0.0,0.0,7.2,,-0.22,,,0.0,,
PDP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PDLI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PDBC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PCMI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PBSK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PBCTP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PBCT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PBBI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PAVMZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PAGG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PACQW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PACQU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
PACQ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OXSQL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OXFD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OVAS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OTIV,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OTEL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSPRW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSPRU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSPR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSIR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OSBCP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORPN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORIT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORIG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORBK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ORBC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPHT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPGNW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPESW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPESU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPES,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OPB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ONTXW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ONSIW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ONS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ONEQ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ONCE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OMED,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OLD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OLBK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OKDCC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OHRP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OHGI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OHAI,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OFSSL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ODT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OCSLL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OCLR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OBLN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OBAS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OASM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NYNY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NYMTP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXTM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXTDW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXTD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXEOW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXEOU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NXEO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NVUS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NVTR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
